activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place
5.586489870120648e+18,42.375451,-71.149096,42.3758609888024,-71.14779387986134,EAT,2022-08-30 07:21:25,2022-08-30 07:24:07,2,0.14023831367366002,7,No
9.289085901749432e+18,42.372246000000004,-71.07982,42.398641,-71.133083,EAT,2022-08-30 07:21:25,2022-08-30 07:34:15,12,5.351093011204561,7,No
4.386731281711831e+18,42.365244,-71.08233299999999,42.365952,-71.082562,EAT,2022-08-30 07:24:19,2022-08-30 07:29:59,5,0.29362118983827,7,No
1.1576894941585789e+19,42.37324,-71.114262,42.37956815086114,-71.10918846332005,EAT,2022-08-30 07:25:47,2022-08-30 07:39:19,13,0.7015512045479521,7,No
5.84595671091951e+18,42.365028,-71.102423,42.3628369,-71.0998704,EAT,2022-08-30 07:26:24,2022-08-30 07:41:19,14,0.7728149474282611,7,No
9.219106479186928e+18,42.365028,-71.102423,42.37270329534317,-71.11081269259202,EAT,2022-08-30 07:26:39,2022-08-30 07:28:26,1,0.6128906156617481,7,No
1.361466217477375e+19,42.365028,-71.102423,42.369951799999996,-71.1131418,EAT,2022-08-30 07:26:39,2022-08-30 07:43:14,16,0.8592144387186178,7,No
8.951919191710623e+18,42.371777,-71.120631,42.36852761106524,-71.10817530380983,EAT,2022-08-30 07:27:03,2022-08-30 07:28:12,1,0.5390977040504701,7,No
9.555561548824003e+18,42.372484,-71.117852,42.37126054115504,-71.10707655132218,EAT,2022-08-30 07:27:03,2022-08-30 07:29:12,2,0.8290221168587959,7,No
4.0382990491699686e+18,42.362782,-71.09388,42.370582,-71.0773,EAT,2022-08-30 07:27:13,2022-08-30 07:32:43,5,1.990270084028975,7,No
4.440713983352403e+17,42.360789000000004,-71.096565,42.357603898675215,-71.10705773252357,EAT,2022-08-30 07:27:26,2022-08-30 07:29:55,2,0.9962447017425999,7,No
2.666288683327809e+18,42.363335,-71.100716,42.35609747851349,-71.10904105919019,EAT,2022-08-30 07:27:26,2022-08-30 07:41:10,13,0.7111375981177711,7,No
1.2779888343314991e+19,42.384488,-71.11983000000001,42.375079067999984,-71.10971221366887,EAT,2022-08-30 07:27:40,2022-08-30 07:33:44,6,1.056582071923855,7,No
2.033172859264751e+18,42.371959999999994,-71.075408,42.371713,-71.07410300000001,EAT,2022-08-30 07:27:53,2022-08-30 07:30:36,2,0.14092542970407598,7,No
6.873403823357535e+18,42.384488,-71.11983000000001,42.3817764374261,-71.12109186653524,EAT,2022-08-30 07:28:23,2022-08-30 07:29:59,1,0.083085356064935,7,No
1.0370089565091754e+19,42.372440999999995,-71.118977,42.377505,-71.13180200000001,EAT,2022-08-30 07:28:42,2022-08-30 07:32:15,3,1.5422435245362232,7,No
6.200721634114292e+18,42.372484,-71.117852,42.36959183414831,-71.11492213204087,EAT,2022-08-30 07:29:52,2022-08-30 07:30:50,0,0.4676641376454501,7,No
1.6571582812251857e+19,42.372484,-71.117852,42.372181,-71.11831,EAT,2022-08-30 07:30:03,2022-08-30 07:30:28,0,0.022425151899847003,7,No
1.4119815932440844e+19,42.362782,-71.09388,42.36999854707751,-71.08723472770775,EAT,2022-08-30 07:30:15,2022-08-30 07:33:08,2,1.030280462226354,7,No
1.0093476318500984e+18,42.357745,-71.10427299999999,42.35735909985378,-71.10731648219227,EAT,2022-08-30 07:30:18,2022-08-30 07:31:15,0,0.049710404572824995,7,No
1.559522642930243e+19,42.3734,-71.099827,42.37202328011123,-71.10184778785928,EAT,2022-08-30 07:31:07,2022-08-30 07:34:03,2,0.152567619290003,7,No
1.2642587040584554e+19,42.366069,-71.105366,42.359068306754494,-71.10849876106991,EAT,2022-08-30 07:31:37,2022-08-30 07:36:24,4,0.8328273731631831,7,No
4.4742525992297487e+18,42.384488,-71.11983000000001,42.38335093454799,-71.12327321600212,EAT,2022-08-30 07:32:10,2022-08-30 07:33:09,0,0.325953047553791,7,No
6.3565309829205e+18,42.363335,-71.100716,42.36332159109365,-71.10243689821989,EAT,2022-08-30 07:32:53,2022-08-30 07:33:56,1,0.054507365305087006,7,No
1.724214568259712e+19,42.361649,-71.09047,42.372997396889865,-71.07877301616251,EAT,2022-08-30 07:33:33,2022-08-30 07:44:00,10,1.5814351200646493,7,No
2.1700145520355889e+18,42.372484,-71.117852,42.37241865360808,-71.11631324605206,EAT,2022-08-30 07:33:59,2022-08-30 07:35:07,1,0.059389901613693015,7,No
1.5869457599890012e+19,42.373154,-71.095093,42.355948,-71.112668,EAT,2022-08-30 07:34:20,2022-08-30 07:40:18,5,2.404157213588453,7,No
1.2871360502708806e+19,42.365244,-71.08233299999999,42.365952,-71.082562,EAT,2022-08-30 07:38:28,2022-08-30 07:42:12,3,0.19412360028248304,7,No
4.3427503707979817e+18,42.390043,-71.118227,42.390287355792005,-71.12312580910682,EAT,2022-08-30 07:39:05,2022-08-30 07:47:30,8,0.436527133506573,7,No
1.1096356334178673e+18,42.361649,-71.09047,42.365003,-71.087029,EAT,2022-08-30 07:39:28,2022-08-30 07:41:04,1,0.5270955367383879,7,No
1.016990955530203e+19,42.366069,-71.105366,42.39970953133317,-71.1345520644736,EAT,2022-08-30 07:41:16,2022-08-30 07:59:06,17,3.270570234067816,7,No
1.681991218762729e+19,42.365244,-71.08233299999999,42.36467240318265,-71.08384421052558,EAT,2022-08-30 07:41:22,2022-08-30 07:44:50,3,0.17961208031053802,7,No
1.813875089260151e+19,42.374189,-71.121151,42.38214976607954,-71.12091812921807,EAT,2022-08-30 07:41:25,2022-08-30 07:43:10,1,0.623285601785822,7,No
8.726384042988403e+18,42.374189,-71.121151,42.38175215186031,-71.11604319216525,EAT,2022-08-30 07:41:25,2022-08-30 07:43:32,2,0.7716181478082701,7,No
5.894371416877444e+18,42.38192,-71.119949,42.36840201351015,-71.11420219831211,EAT,2022-08-30 07:41:51,2022-08-30 07:46:23,4,1.6255462470002522,7,No
1.213720407055373e+18,42.365028,-71.102423,42.370441,-71.113709,EAT,2022-08-30 07:42:59,2022-08-30 07:45:35,2,0.92222791055086,7,No
1.3026071431638413e+19,42.363335,-71.100716,42.362634,-71.099471,EAT,2022-08-30 07:43:38,2022-08-30 07:47:48,4,0.216584637846423,7,No
1.1549828288977156e+19,42.359066,-71.09474399999999,42.354988,-71.103274,EAT,2022-08-30 07:43:40,2022-08-30 07:47:36,3,0.203694747079332,7,No
1.5106138725717146e+19,42.37175,-71.084037,42.378093873161006,-71.10839538311448,EAT,2022-08-30 07:44:24,2022-08-30 07:48:57,4,1.7198932030687062,7,No
